CBFB	HP:0000006;HP:0001428;HP:0004808
CBL	HP:0000006;HP:0000028;HP:0000044;HP:0000179;HP:0000217;HP:0000218;HP:0000286;HP:0000316;HP:0000325;HP:0000343;HP:0000347;HP:0000348;HP:0000358;HP:0000368;HP:0000369;HP:0000391;HP:0000400;HP:0000407;HP:0000465;HP:0000470;HP:0000474;HP:0000476;HP:0000486;HP:0000494;HP:0000508;HP:0000520;HP:0000639;HP:0000716;HP:0000739;HP:0000750;HP:0000767;HP:0000768;HP:0000939;HP:0000957;HP:0000975;HP:0000989;HP:0000995;HP:0001004;HP:0001156;HP:0001252;HP:0001260;HP:0001263;HP:0001290;HP:0001324;HP:0001382;HP:0001388;HP:0001394;HP:0001428;HP:0001561;HP:0001641;HP:0001647;HP:0001650;HP:0001653;HP:0001695;HP:0001743;HP:0001744;HP:0001824;HP:0001876;HP:0001880;HP:0001882;HP:0001892;HP:0001903;HP:0001928;HP:0002002;HP:0002007;HP:0002017;HP:0002024;HP:0002027;HP:0002028;HP:0002039;HP:0002094;HP:0002099;HP:0002113;HP:0002162;HP:0002208;HP:0002213;HP:0002240;HP:0002488;HP:0002615;HP:0002650;HP:0002653;HP:0002665;HP:0002716;HP:0002750;HP:0002757;HP:0002829;HP:0002967;HP:0002974;HP:0004209;HP:0004322;HP:0004415;HP:0005280;HP:0005547;HP:0005558;HP:0005692;HP:0006610;HP:0007477;HP:0008070;HP:0008872;HP:0010310;HP:0010318;HP:0011001;HP:0011362;HP:0011381;HP:0011675;HP:0011800;HP:0011869;HP:0012209;HP:0012378;HP:0012471;HP:0100242;HP:0100495;HP:0100625;HP:0100845
CBLIF	HP:0000007;HP:0001889;HP:0001939;HP:0002024;HP:0002715;HP:0003401;HP:0003474;HP:0003621;HP:0005219;HP:0005518;HP:0200118;HP:0200143
CBS	HP:0000007;HP:0000023;HP:0000098;HP:0000218;HP:0000501;HP:0000505;HP:0000518;HP:0000541;HP:0000545;HP:0000646;HP:0000648;HP:0000678;HP:0000708;HP:0000709;HP:0000716;HP:0000767;HP:0000768;HP:0000822;HP:0000939;HP:0000965;HP:0001010;HP:0001025;HP:0001083;HP:0001132;HP:0001166;HP:0001249;HP:0001250;HP:0001263;HP:0001297;HP:0001376;HP:0001387;HP:0001397;HP:0001508;HP:0001519;HP:0001634;HP:0001658;HP:0001733;HP:0001907;HP:0001933;HP:0002039;HP:0002040;HP:0002156;HP:0002160;HP:0002170;HP:0002204;HP:0002209;HP:0002239;HP:0002240;HP:0002299;HP:0002637;HP:0002650;HP:0002751;HP:0002757;HP:0002808;HP:0002857;HP:0002910;HP:0003235;HP:0004337;HP:0004374;HP:0004420;HP:0004586;HP:0004936;HP:0007703;HP:0012075;HP:0032352;HP:0040160;HP:0100026;HP:0100790
CBX2	HP:0000007;HP:0000037;HP:0000044;HP:0000147;HP:0008232;HP:0008715;HP:0012245
CC2D1A	HP:0000007;HP:0000252;HP:0000338;HP:0000716;HP:0000729;HP:0000733;HP:0000736;HP:0000750;HP:0000752;HP:0001256;HP:0001257;HP:0001263;HP:0001270;HP:0001290;HP:0001331;HP:0001332;HP:0001999;HP:0002059;HP:0002072;HP:0002079;HP:0002126;HP:0002197;HP:0002342;HP:0002360;HP:0002465;HP:0002521;HP:0002539;HP:0002546;HP:0003621;HP:0006887;HP:0007048;HP:0007359;HP:0010841;HP:0010864;HP:0011097;HP:0040288;HP:0100660;HP:0100704;HP:0100710
CC2D2A	HP:0000003;HP:0000007;HP:0000023;HP:0000028;HP:0000037;HP:0000068;HP:0000073;HP:0000083;HP:0000107;HP:0000112;HP:0000175;HP:0000202;HP:0000204;HP:0000221;HP:0000238;HP:0000252;HP:0000256;HP:0000276;HP:0000293;HP:0000316;HP:0000340;HP:0000347;HP:0000368;HP:0000369;HP:0000426;HP:0000457;HP:0000463;HP:0000482;HP:0000483;HP:0000486;HP:0000505;HP:0000508;HP:0000518;HP:0000528;HP:0000532;HP:0000556;HP:0000567;HP:0000568;HP:0000588;HP:0000612;HP:0000618;HP:0000639;HP:0000647;HP:0000648;HP:0000657;HP:0000729;HP:0000812;HP:0000864;HP:0001161;HP:0001162;HP:0001177;HP:0001249;HP:0001250;HP:0001251;HP:0001252;HP:0001263;HP:0001288;HP:0001305;HP:0001320;HP:0001337;HP:0001347;HP:0001394;HP:0001395;HP:0001408;HP:0001409;HP:0001562;HP:0001696;HP:0001737;HP:0001744;HP:0001746;HP:0001747;HP:0001762;HP:0001829;HP:0001830;HP:0001883;HP:0002084;HP:0002085;HP:0002089;HP:0002104;HP:0002119;HP:0002240;HP:0002251;HP:0002269;HP:0002323;HP:0002342;HP:0002419;HP:0002553;HP:0002612;HP:0002650;HP:0002789;HP:0002876;HP:0002896;HP:0002910;HP:0003774;HP:0004422;HP:0005248;HP:0006487;HP:0006706;HP:0006870;HP:0007360;HP:0007370;HP:0008053;HP:0008872;HP:0010295;HP:0010459;HP:0030680;HP:0100626;HP:0100704;HP:0100732
CCBE1	HP:0000007;HP:0000028;HP:0000076;HP:0000085;HP:0000086;HP:0000126;HP:0000160;HP:0000189;HP:0000212;HP:0000272;HP:0000278;HP:0000286;HP:0000316;HP:0000319;HP:0000322;HP:0000337;HP:0000369;HP:0000405;HP:0000407;HP:0000431;HP:0000501;HP:0000677;HP:0000684;HP:0000752;HP:0000767;HP:0000774;HP:0001004;HP:0001007;HP:0001055;HP:0001249;HP:0001250;HP:0001302;HP:0001363;HP:0001530;HP:0001537;HP:0001541;HP:0001629;HP:0001631;HP:0001698;HP:0001744;HP:0001760;HP:0001762;HP:0001773;HP:0001789;HP:0001888;HP:0002021;HP:0002024;HP:0002035;HP:0002093;HP:0002202;HP:0002205;HP:0002215;HP:0002243;HP:0002593;HP:0002650;HP:0002716;HP:0002750;HP:0002866;HP:0002901;HP:0003073;HP:0003298;HP:0004279;HP:0004313;HP:0004440;HP:0005183;HP:0005280;HP:0006101;HP:0006482;HP:0006521;HP:0006531;HP:0007598;HP:0008229;HP:0008572;HP:0009473;HP:0009804;HP:0010310;HP:0010554;HP:0011065;HP:0011069;HP:0012368;HP:0012385;HP:0100026;HP:0100490;HP:0100539;HP:0100764;HP:0100835;HP:0200055
CCDC103	HP:0000007;HP:0000238;HP:0000389;HP:0000403;HP:0000405;HP:0000510;HP:0000750;HP:0001217;HP:0001669;HP:0001696;HP:0001719;HP:0001742;HP:0001746;HP:0001748;HP:0002110;HP:0002119;HP:0002205;HP:0002257;HP:0002566;HP:0002643;HP:0002878;HP:0003251;HP:0003577;HP:0005301;HP:0005425;HP:0005938;HP:0006536;HP:0008222;HP:0010772;HP:0011109;HP:0011274;HP:0011539;HP:0011617;HP:0012206;HP:0012265;HP:0012735;HP:0025177;HP:0025576;HP:0030828;HP:0031245;HP:0031456;HP:0032543;HP:0100582;HP:0100750
CCDC115	HP:0000007;HP:0000276;HP:0000494;HP:0000508;HP:0001250;HP:0001263;HP:0001290;HP:0001394;HP:0001399;HP:0001433;HP:0001744;HP:0002240;HP:0002611;HP:0002910;HP:0003124;HP:0003141;HP:0003202;HP:0003236;HP:0003593;HP:0006579;HP:0010639;HP:0010837;HP:0012345;HP:0025321
CCDC141	HP:0000007;HP:0000008;HP:0000028;HP:0000044;HP:0000054;HP:0000104;HP:0000144;HP:0000175;HP:0000407;HP:0000458;HP:0000505;HP:0000508;HP:0000551;HP:0000639;HP:0000771;HP:0000786;HP:0000789;HP:0000823;HP:0000830;HP:0001250;HP:0001251;HP:0001252;HP:0001260;HP:0001288;HP:0001324;HP:0001335;HP:0001337;HP:0001513;HP:0001608;HP:0001761;HP:0001763;HP:0002215;HP:0002225;HP:0002652;HP:0002750;HP:0002757;HP:0003164;HP:0003187;HP:0004349;HP:0004409;HP:0008064;HP:0008734;HP:0009804;HP:0010550;HP:0030016;HP:0030680;HP:0100639
CCDC174	HP:0000007;HP:0000028;HP:0000194;HP:0000276;HP:0000486;HP:0000750;HP:0001263;HP:0001319;HP:0001558;HP:0001629;HP:0002058;HP:0002079;HP:0002747;HP:0003198;HP:0003557;HP:0006829;HP:0006897;HP:0006956
CCDC22	HP:0000023;HP:0000028;HP:0000047;HP:0000126;HP:0000175;HP:0000235;HP:0000238;HP:0000256;HP:0000269;HP:0000316;HP:0000322;HP:0000329;HP:0000337;HP:0000347;HP:0000369;HP:0000384;HP:0000431;HP:0000470;HP:0000475;HP:0000494;HP:0000501;HP:0000567;HP:0000582;HP:0000612;HP:0000648;HP:0000835;HP:0000921;HP:0001156;HP:0001159;HP:0001161;HP:0001195;HP:0001249;HP:0001252;HP:0001263;HP:0001290;HP:0001305;HP:0001321;HP:0001419;HP:0001510;HP:0001522;HP:0001629;HP:0001631;HP:0001633;HP:0001636;HP:0001642;HP:0001643;HP:0001650;HP:0001702;HP:0001804;HP:0001845;HP:0002007;HP:0002020;HP:0002023;HP:0002162;HP:0002167;HP:0002205;HP:0002269;HP:0002465;HP:0002566;HP:0002650;HP:0002705;HP:0002808;HP:0002937;HP:0003196;HP:0003272;HP:0004322;HP:0004383;HP:0004397;HP:0005280;HP:0006101;HP:0006695;HP:0006709;HP:0007360;HP:0008736;HP:0008872;HP:0008897;HP:0009882;HP:0010055;HP:0010808;HP:0012385;HP:0030084
CCDC28B	HP:0000007;HP:0000054;HP:0000077;HP:0000135;HP:0000137;HP:0000148;HP:0000218;HP:0000256;HP:0000365;HP:0000483;HP:0000486;HP:0000501;HP:0000510;HP:0000518;HP:0000545;HP:0000546;HP:0000556;HP:0000639;HP:0000668;HP:0000678;HP:0000750;HP:0000819;HP:0000822;HP:0001007;HP:0001080;HP:0001156;HP:0001159;HP:0001162;HP:0001249;HP:0001251;HP:0001263;HP:0001328;HP:0001395;HP:0001513;HP:0001712;HP:0001769;HP:0001773;HP:0001829;HP:0002099;HP:0002141;HP:0002167;HP:0002251;HP:0002370;HP:0002705;HP:0008734;HP:0009466;HP:0009806;HP:0012393
CCDC39	HP:0000007;HP:0000238;HP:0000388;HP:0000389;HP:0000403;HP:0000405;HP:0000510;HP:0000750;HP:0000789;HP:0001217;HP:0001669;HP:0001696;HP:0001719;HP:0001742;HP:0001746;HP:0001748;HP:0002110;HP:0002119;HP:0002205;HP:0002257;HP:0002566;HP:0002643;HP:0002878;HP:0003251;HP:0005301;HP:0005425;HP:0006536;HP:0008222;HP:0010772;HP:0011109;HP:0011274;HP:0011539;HP:0011617;HP:0012206;HP:0012257;HP:0012258;HP:0012262;HP:0012265;HP:0025177;HP:0025576;HP:0030828;HP:0031245;HP:0031456;HP:0032543;HP:0100582;HP:0100750
CCDC40	HP:0000007;HP:0000238;HP:0000246;HP:0000389;HP:0000403;HP:0000405;HP:0000510;HP:0000750;HP:0000789;HP:0001217;HP:0001669;HP:0001696;HP:0001719;HP:0001742;HP:0001746;HP:0001748;HP:0002110;HP:0002119;HP:0002205;HP:0002257;HP:0002566;HP:0002643;HP:0002878;HP:0003251;HP:0005301;HP:0005425;HP:0006536;HP:0008222;HP:0010772;HP:0011109;HP:0011274;HP:0011539;HP:0011617;HP:0012206;HP:0012258;HP:0012265;HP:0025177;HP:0025576;HP:0030828;HP:0031245;HP:0031456;HP:0032543;HP:0100582;HP:0100750
CCDC47	HP:0000007;HP:0000158;HP:0000218;HP:0000248;HP:0000252;HP:0000280;HP:0000316;HP:0000341;HP:0000377;HP:0000388;HP:0000414;HP:0000508;HP:0000540;HP:0000664;HP:0000678;HP:0000687;HP:0000691;HP:0000767;HP:0000774;HP:0000989;HP:0001081;HP:0001273;HP:0001290;HP:0001344;HP:0001357;HP:0001385;HP:0001388;HP:0001410;HP:0001744;HP:0001762;HP:0001773;HP:0001845;HP:0002020;HP:0002028;HP:0002059;HP:0002208;HP:0002212;HP:0002224;HP:0002240;HP:0002353;HP:0002557;HP:0002570;HP:0002650;HP:0002714;HP:0002719;HP:0002721;HP:0002827;HP:0002870;HP:0003155;HP:0004325;HP:0005684;HP:0010536;HP:0010665;HP:0011344;HP:0011800;HP:0011968;HP:0100704
CCDC50	HP:0000006;HP:0000407
CCDC65	HP:0000007;HP:0000238;HP:0000389;HP:0000403;HP:0000405;HP:0000510;HP:0000750;HP:0001217;HP:0001669;HP:0001696;HP:0001719;HP:0001742;HP:0001746;HP:0001748;HP:0002110;HP:0002119;HP:0002257;HP:0002566;HP:0002643;HP:0002878;HP:0003251;HP:0004469;HP:0005301;HP:0005425;HP:0006536;HP:0008222;HP:0010772;HP:0011108;HP:0011109;HP:0011274;HP:0011539;HP:0011617;HP:0012206;HP:0012265;HP:0012384;HP:0025177;HP:0025576;HP:0030828;HP:0031245;HP:0031456;HP:0032543;HP:0100582;HP:0100750;HP:0200073
CCDC78	HP:0000006;HP:0001290;HP:0001324;HP:0003326;HP:0003687;HP:0012378;HP:0100543
CCDC8	HP:0000007;HP:0000047;HP:0000144;HP:0000232;HP:0000268;HP:0000272;HP:0000307;HP:0000325;HP:0000337;HP:0000343;HP:0000411;HP:0000414;HP:0000463;HP:0000470;HP:0000574;HP:0000682;HP:0000684;HP:0000883;HP:0000888;HP:0000944;HP:0001374;HP:0001385;HP:0001511;HP:0001518;HP:0001838;HP:0002007;HP:0002650;HP:0002750;HP:0002808;HP:0002983;HP:0003022;HP:0003100;HP:0003173;HP:0003175;HP:0003307;HP:0003691;HP:0004209;HP:0004322;HP:0004570;HP:0005692;HP:0008839;HP:0009811;HP:0010306;HP:0011800;HP:0100625;HP:0100659
CCDC88A	HP:0000007;HP:0000194;HP:0000253;HP:0000278;HP:0000286;HP:0000293;HP:0000340;HP:0000341;HP:0000648;HP:0000969;HP:0001263;HP:0001272;HP:0001302;HP:0001319;HP:0001336;HP:0001344;HP:0001347;HP:0002079;HP:0002119;HP:0002126;HP:0002133;HP:0002187;HP:0002521;HP:0003196;HP:0006829;HP:0007105;HP:0011968
CCDC88C	HP:0000006;HP:0000007;HP:0000238;HP:0000511;HP:0001249;HP:0001250;HP:0001260;HP:0001310;HP:0001347;HP:0002066;HP:0002075;HP:0002080;HP:0002119;HP:0002136;HP:0002168;HP:0002313;HP:0002317;HP:0003577;HP:0003581;HP:0003677;HP:0004302;HP:0006879
CCL11	HP:0000006;HP:0001426;HP:0002099
CCL2	HP:0000006;HP:0000020;HP:0000238;HP:0000960;HP:0001012;HP:0002323;HP:0002475;HP:0003298;HP:0008482;HP:0010305;HP:0012032
CCM2	HP:0000006;HP:0001009;HP:0001250;HP:0001297;HP:0001342;HP:0001425;HP:0002315;HP:0002516;HP:0002572;HP:0002650;HP:0002858;HP:0007872;HP:0011276;HP:0011513;HP:0012721;HP:0012748;HP:0012749;HP:0030430;HP:0100543;HP:0100561
CCN2	HP:0000083;HP:0000217;HP:0000670;HP:0001053;HP:0001324;HP:0001369;HP:0001371;HP:0001635;HP:0002015;HP:0002017;HP:0002020;HP:0002024;HP:0002092;HP:0002094;HP:0002113;HP:0002206;HP:0002797;HP:0002829;HP:0002960;HP:0008366;HP:0009473;HP:0030016;HP:0030142;HP:0100520;HP:0100579;HP:0100585;HP:0100735;HP:0100958;HP:0200042
CCN6	HP:0000007;HP:0000926;HP:0000939;HP:0001288;HP:0001324;HP:0001386;HP:0001387;HP:0001760;HP:0002355;HP:0002515;HP:0002650;HP:0002751;HP:0002758;HP:0002808;HP:0002812;HP:0002815;HP:0002912;HP:0002970;HP:0003016;HP:0003040;HP:0003071;HP:0003371;HP:0004322;HP:0004576;HP:0004637;HP:0006163;HP:0006247;HP:0010580;HP:0100490
CCND1	HP:0000006;HP:0000014;HP:0000098;HP:0000100;HP:0000112;HP:0000360;HP:0000407;HP:0000822;HP:0000938;HP:0001392;HP:0001428;HP:0001737;HP:0001744;HP:0001824;HP:0001901;HP:0001903;HP:0001919;HP:0001945;HP:0002039;HP:0002152;HP:0002176;HP:0002202;HP:0002321;HP:0002653;HP:0002666;HP:0002668;HP:0002716;HP:0002756;HP:0002891;HP:0002894;HP:0002953;HP:0003072;HP:0003237;HP:0003259;HP:0003261;HP:0003324;HP:0003401;HP:0004313;HP:0004341;HP:0005561;HP:0005562;HP:0005584;HP:0005954;HP:0006716;HP:0006740;HP:0006753;HP:0006775;HP:0006880;HP:0009711;HP:0009713;HP:0009715;HP:0011024;HP:0011034;HP:0012191;HP:0012378;HP:0012719;HP:0030424;HP:0031047
CCND2	HP:0000006;HP:0000160;HP:0000238;HP:0000256;HP:0000316;HP:0000348;HP:0000506;HP:0001162;HP:0001250;HP:0001263;HP:0001344;HP:0001355;HP:0001629;HP:0001653;HP:0002119;HP:0002126;HP:0003577;HP:0005280;HP:0011220;HP:0100542
CCNF	HP:0000217;HP:0000712;HP:0000713;HP:0000716;HP:0000739;HP:0001257;HP:0002017;HP:0002094;HP:0002180;HP:0002878;HP:0003202;HP:0003324;HP:0003394;HP:0003470;HP:0007354;HP:0012378;HP:0012531;HP:0025425;HP:0030195;HP:0030196
CCNK	HP:0000006;HP:0000256;HP:0000316;HP:0000343;HP:0000358;HP:0000369;HP:0000431;HP:0000455;HP:0000637;HP:0001182;HP:0001263;HP:0001763;HP:0009890;HP:0009928;HP:0012801;HP:0045074
CCNO	HP:0000007;HP:0000238;HP:0000389;HP:0000403;HP:0000405;HP:0000510;HP:0000750;HP:0000789;HP:0001217;HP:0001669;HP:0001696;HP:0001719;HP:0001742;HP:0001746;HP:0001748;HP:0002110;HP:0002119;HP:0002205;HP:0002257;HP:0002566;HP:0002643;HP:0002878;HP:0003251;HP:0003676;HP:0005301;HP:0005425;HP:0006536;HP:0008222;HP:0010772;HP:0011109;HP:0011274;HP:0011539;HP:0011617;HP:0012206;HP:0012265;HP:0025177;HP:0025576;HP:0030828;HP:0031245;HP:0031456;HP:0032543;HP:0033036;HP:0100582;HP:0100750
CCNQ	HP:0000066;HP:0000076;HP:0000083;HP:0000085;HP:0000086;HP:0000104;HP:0000125;HP:0000143;HP:0000219;HP:0000337;HP:0000369;HP:0000377;HP:0000394;HP:0000414;HP:0000431;HP:0000455;HP:0000460;HP:0000506;HP:0000545;HP:0000625;HP:0000813;HP:0001250;HP:0001363;HP:0001423;HP:0001511;HP:0001518;HP:0001647;HP:0001659;HP:0001671;HP:0001770;HP:0002023;HP:0002025;HP:0002984;HP:0003298;HP:0003396;HP:0004209;HP:0004322;HP:0004415;HP:0004969;HP:0007754;HP:0008665;HP:0009921;HP:0011560
CCR1	HP:0000083;HP:0000155;HP:0000488;HP:0000518;HP:0000613;HP:0000618;HP:0000737;HP:0001061;HP:0001097;HP:0001250;HP:0001251;HP:0001269;HP:0001287;HP:0001288;HP:0001289;HP:0001347;HP:0001369;HP:0001482;HP:0001637;HP:0001653;HP:0001658;HP:0001659;HP:0001701;HP:0001733;HP:0001744;HP:0001824;HP:0001945;HP:0002017;HP:0002024;HP:0002027;HP:0002039;HP:0002076;HP:0002102;HP:0002105;HP:0002113;HP:0002202;HP:0002204;HP:0002239;HP:0002321;HP:0002354;HP:0002376;HP:0002383;HP:0002516;HP:0002633;HP:0002637;HP:0002716;HP:0002829;HP:0003326;HP:0003401;HP:0004420;HP:0004936;HP:0006824;HP:0007256;HP:0008066;HP:0010885;HP:0011107;HP:0012378;HP:0100326;HP:0100584;HP:0100614;HP:0100654;HP:0100758;HP:0100796;HP:0100820;HP:0200034
CCR6	HP:0000083;HP:0000217;HP:0000670;HP:0001053;HP:0001324;HP:0001369;HP:0001371;HP:0001635;HP:0002015;HP:0002017;HP:0002020;HP:0002024;HP:0002092;HP:0002094;HP:0002113;HP:0002206;HP:0002797;HP:0002829;HP:0002960;HP:0008366;HP:0009473;HP:0030016;HP:0030142;HP:0100520;HP:0100579;HP:0100585;HP:0100735;HP:0100958;HP:0200042
CCT5	HP:0000007;HP:0001258;HP:0001288;HP:0001760;HP:0001886;HP:0002064;HP:0002143;HP:0002169;HP:0002936;HP:0003146;HP:0003390;HP:0003431;HP:0003477;HP:0003487;HP:0003563;HP:0003593;HP:0003621;HP:0003693;HP:0006121;HP:0006827;HP:0006984;HP:0007020;HP:0007328;HP:0012332
CD109	HP:0000618;HP:0000790;HP:0000967;HP:0001263;HP:0002138;HP:0002249;HP:0004809;HP:0007420;HP:0008619;HP:0012541;HP:0031364;HP:0100021
CD151	HP:0000007;HP:0000123;HP:0000407;HP:0003774;HP:0007678;HP:0008404;HP:0011906;HP:0012221
CD164	HP:0000006;HP:0000407;HP:0003593;HP:0011462
CD19	HP:0000006;HP:0000007;HP:0000248;HP:0000389;HP:0000403;HP:0000509;HP:0000979;HP:0001287;HP:0001392;HP:0001531;HP:0001744;HP:0001878;HP:0001888;HP:0001973;HP:0002014;HP:0002023;HP:0002090;HP:0002091;HP:0002097;HP:0002110;HP:0002240;HP:0002633;HP:0002664;HP:0002665;HP:0002716;HP:0002718;HP:0002720;HP:0002721;HP:0002729;HP:0002829;HP:0002837;HP:0002850;HP:0002910;HP:0002960;HP:0004313;HP:0004315;HP:0005435;HP:0006532;HP:0006783;HP:0011108;HP:0100723
CD244	HP:0001370;HP:0001386;HP:0001387;HP:0001824;HP:0001945;HP:0002633;HP:0002829;HP:0002923;HP:0003565;HP:0005764;HP:0006150;HP:0006252;HP:0011227;HP:0012276;HP:0012378;HP:0033034
CD247	HP:0000007;HP:0000388;HP:0000689;HP:0001019;HP:0001094;HP:0001373;HP:0001376;HP:0001386;HP:0001433;HP:0001880;HP:0001888;HP:0001890;HP:0001945;HP:0002039;HP:0002186;HP:0002721;HP:0002722;HP:0002829;HP:0003212;HP:0003237;HP:0003261;HP:0003262;HP:0003460;HP:0003493;HP:0003496;HP:0003565;HP:0003593;HP:0004315;HP:0004385;HP:0005353;HP:0005401;HP:0005403;HP:0005681;HP:0005764;HP:0006532;HP:0008348;HP:0008866;HP:0009098;HP:0010702;HP:0011227;HP:0012115;HP:0030167;HP:0031381;HP:0045080;HP:0410295
CD27	HP:0000007;HP:0000155;HP:0000554;HP:0001433;HP:0001541;HP:0001744;HP:0001915;HP:0001945;HP:0002240;HP:0002716;HP:0004313;HP:0005523;HP:0006532;HP:0012156;HP:0012189;HP:0020072;HP:0031381;HP:0032170;HP:0100806
CD28	HP:0000492;HP:0000656;HP:0000958;HP:0000962;HP:0000964;HP:0000969;HP:0000982;HP:0000988;HP:0000989;HP:0001019;HP:0001029;HP:0001053;HP:0001337;HP:0001596;HP:0001597;HP:0001744;HP:0001999;HP:0002103;HP:0002240;HP:0002716;HP:0002721;HP:0003202;HP:0004332;HP:0005561;HP:0007400;HP:0008069;HP:0008404;HP:0009830;HP:0010701;HP:0010783;HP:0012192;HP:0100725;HP:0100758;HP:0200035;HP:0200042
CD2AP	HP:0000083;HP:0000093;HP:0000097;HP:0000790;HP:0000822
CD320	HP:0000007;HP:0012120
CD36	HP:0000007;HP:0000818;HP:0001873;HP:0001892;HP:0001902;HP:0003010
CD3D	HP:0000007;HP:0000388;HP:0000403;HP:0001019;HP:0001433;HP:0001508;HP:0001880;HP:0001888;HP:0001945;HP:0002014;HP:0002039;HP:0002205;HP:0002721;HP:0002722;HP:0003460;HP:0003593;HP:0004315;HP:0004385;HP:0005353;HP:0005401;HP:0006532;HP:0008866;HP:0009098;HP:0010702;HP:0012115;HP:0031381;HP:0045080
CD3E	HP:0000007;HP:0000388;HP:0000403;HP:0001019;HP:0001433;HP:0001880;HP:0001888;HP:0001945;HP:0002039;HP:0002205;HP:0002721;HP:0002722;HP:0003460;HP:0003593;HP:0003828;HP:0004315;HP:0004385;HP:0005353;HP:0005401;HP:0006532;HP:0008866;HP:0009098;HP:0010702;HP:0012115;HP:0030253;HP:0031123;HP:0031381;HP:0045080
CD3G	HP:0000007;HP:0000403;HP:0000964;HP:0001508;HP:0001890;HP:0002205;HP:0002242;HP:0002721;HP:0003828;HP:0005415;HP:0031123
CD4	HP:0002843
CD40	HP:0000007;HP:0001875;HP:0002718;HP:0002720;HP:0002721;HP:0002847;HP:0002849;HP:0002959;HP:0003496;HP:0004315;HP:0005479
CD40LG	HP:0000155;HP:0000230;HP:0001287;HP:0001394;HP:0001419;HP:0001508;HP:0001744;HP:0001873;HP:0001875;HP:0001878;HP:0002014;HP:0002240;HP:0002718;HP:0002720;HP:0002721;HP:0002783;HP:0002847;HP:0002849;HP:0002959;HP:0002961;HP:0003496;HP:0004315;HP:0005419;HP:0005479;HP:0010280;HP:0012115;HP:0030812;HP:0030991;HP:0100806;HP:0200123
CD46	HP:0000006;HP:0000007;HP:0000093;HP:0000790;HP:0000822;HP:0001058;HP:0001342;HP:0001873;HP:0001919;HP:0001937;HP:0002013;HP:0002018;HP:0002027;HP:0002202;HP:0002315;HP:0002615;HP:0002910;HP:0003138;HP:0003259;HP:0003418;HP:0003641;HP:0004324;HP:0005521;HP:0005575;HP:0007430;HP:0008071;HP:0008151;HP:0011419;HP:0011900;HP:0012378;HP:0025435;HP:0025547;HP:0030834;HP:0100519;HP:0100598;HP:0100601;HP:0100602;HP:0410019
CD55	HP:0000007;HP:0001510;HP:0001541;HP:0001891;HP:0001894;HP:0002013;HP:0002014;HP:0002024;HP:0002027;HP:0002090;HP:0002204;HP:0002240;HP:0002242;HP:0002639;HP:0002719;HP:0003073;HP:0003075;HP:0004313;HP:0005214;HP:0007430;HP:0030243;HP:0100759
CD59	HP:0000007;HP:0001271;HP:0001284;HP:0001290;HP:0001878;HP:0002922;HP:0003202;HP:0003470;HP:0003593;HP:0003690;HP:0004818
CD70	HP:0000007;HP:0001433;HP:0001954;HP:0002716;HP:0002719;HP:0005523;HP:0012189;HP:0032170;HP:0040218;HP:0410297
CD79A	HP:0000007;HP:0000218;HP:0000246;HP:0000286;HP:0000316;HP:0000389;HP:0000403;HP:0000509;HP:0000988;HP:0001287;HP:0001369;HP:0001508;HP:0001581;HP:0001875;HP:0001944;HP:0001945;HP:0002014;HP:0002024;HP:0002110;HP:0002205;HP:0002718;HP:0002721;HP:0002754;HP:0002837;HP:0004432;HP:0008572;HP:0012115;HP:0012378;HP:0012735;HP:0100658;HP:0100806;HP:0200043
CD79B	HP:0000007;HP:0000218;HP:0000246;HP:0000286;HP:0000316;HP:0000389;HP:0000403;HP:0000509;HP:0000988;HP:0001287;HP:0001369;HP:0001508;HP:0001581;HP:0001875;HP:0001944;HP:0001945;HP:0002014;HP:0002024;HP:0002110;HP:0002205;HP:0002718;HP:0002721;HP:0002754;HP:0002837;HP:0003593;HP:0004432;HP:0006532;HP:0008572;HP:0011109;HP:0012115;HP:0012378;HP:0012735;HP:0100658;HP:0100806;HP:0200043
CD81	HP:0000007;HP:0000099;HP:0000248;HP:0000389;HP:0000979;HP:0001392;HP:0001531;HP:0001744;HP:0001873;HP:0001878;HP:0001888;HP:0001973;HP:0002023;HP:0002090;HP:0002091;HP:0002097;HP:0002110;HP:0002205;HP:0002633;HP:0002665;HP:0002716;HP:0002718;HP:0002721;HP:0002829;HP:0002837;HP:0002910;HP:0004313;HP:0006783;HP:0100723
CD8A	HP:0000007;HP:0002110;HP:0002205;HP:0002718;HP:0003577;HP:0004429;HP:0005422
